function	CV1	CV2	CV3	CV4	CV5	GF1	GF2	GF3	GF4	GF5	GF6
DIMETHUROPORDEHYDROG-RXN	318.67	645.1700000000001	606.1600000000001	339.83	769.34	7.83	1.83	46.67	4.5	3.03	8.9
DIMETHYLARGININASE-RXN	2.0	3.0	5.0	1.5	2.5	0.0	0.0	0.0	0.0	0.0	0.0
DIMETHYLGLYCINE-DEHYDROGENASE-RXN	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DIOHBUTANONEPSYN-RXN	901.68	601.26	538.3299999999999	909.42	583.76	245.5	248.91000000000005	279.34	240.15	240.28000000000003	251.23
DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN	44.92	12.0	17.92	38.0	5.58	229.17	229.33	229.17	231.15	231.00000000000003	228.33
DISULISOM-RXN	4.0	12.0	8.0	5.0	0.67	0.0	2.0	20.0	0.0	0.2	2.4
DLACTDEHYDROGNAD-RXN	820.67	456.67	769.0	950.42	627.0100000000001	16.0	20.5	50.0	5.5	8.7	21.65
DMBPPRIBOSYLTRANS-RXN	329.34000000000003	622.84	570.6600000000001	324.75	742.51	7.83	1.83	44.17	4.5	3.03	3.15
DMK-RXN	803.5899999999999	334.42	344.92	797.67	238.67	244.17	247.08	245.67	236.65	238.25000000000003	246.08
DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN	842.3600000000001	1758.94	1874.9700000000005	838.99	2233.44	246.82	242.23	310.52	239.15	239.6	238.98
DNA-DIRECTED-DNA-POLYMERASE-RXN	10355.76	9546.98	9257.13	11778.579999999998	10235.65	2285.83	2252.0200000000004	2611.23	2182.85	2184.55	2272.4700000000003
DNA-DIRECTED-RNA-POLYMERASE-RXN	4401.37	3866.940000000001	3779.32	4853.33	4147.4400000000005	1011.0	996.89	1127.36	967.1	967.87	1006.67
DNA-LIGASE-ATP-RXN	11.0	14.0	8.0	3.0	3.0	0.0	4.0	127.5	0.0	0.8	1.6
DNA-LIGASE-NAD+-RXN	1205.76	1147.59	1056.58	1376.75	1145.5100000000002	256.0	250.91000000000005	327.34	244.15	242.67999999999998	254.53
DSERDEAM-RXN	9.0	15.0	6.0	2.0	1.67	0.0	0.0	0.0	0.0	0.0	1.0
DTDPDEHYDRHAMEPIM-RXN	1657.2600000000002	1154.09	1143.58	1886.75	1214.34	268.0	265.91	297.34	247.15	249.28000000000003	265.23
DTDPDEHYRHAMREDUCT-RXN	2413.6000000000004	1470.9299999999998	1445.74	2809.5	1514.6799999999998	284.33	281.24	324.51	254.15	258.81	284.88
DTDPGLUCDEHYDRAT-RXN	2404.4300000000003	1445.26	1450.91	2680.08	1454.51	284.33	281.24	322.01	254.15	257.61	285.73
DTDPGLUCOSEPP-RXN	2330.76	1395.09	1415.58	2585.75	1428.0100000000002	283.0	280.91	320.34	252.15	256.28000000000003	283.73
DTDPKIN-RXN	734.42	268.17	291.25	743.92	219.59	15.0	17.0	53.5	6.0	7.2	20.15
DTMPKI-RXN	148.42000000000002	136.0	91.92	239.0	70.75	230.17	231.33	249.67	232.15	232.2	233.23
DUDPKIN-RXN	734.42	268.17	291.25	743.92	219.59	15.0	17.0	53.5	6.0	7.2	20.15
DURIDKI-RXN	753.92	326.25	469.42	893.75	266.5	245.67	248.08	244.17	236.65	239.25000000000003	248.83
DUTP-PYROP-RXN	1108.76	971.59	956.58	1239.75	1044.84	253.0	248.91000000000005	284.34	241.15	242.28000000000003	251.73
DXPREDISOM-RXN	1069.84	978.59	941.66	1216.75	1042.2600000000002	23.83	20.58	71.17	11.0	11.28	23.4
DXS-RXN	1720.18	1200.59	1193.0	1905.75	1244.92	497.17	492.24	516.51	478.3	480.2800000000001	496.06
ENOYL-ACP-REDUCT-NADH-RXN	1808.35	1265.7600000000002	1226.0	1987.67	1291.09	497.17	494.24	557.0099999999999	477.3	480.2800000000001	496.31
ENOYL-ACP-REDUCT-NADPH-RXN	755.5899999999999	342.42	335.42	757.92	232.67	244.17	246.08	275.17	236.65	238.25000000000003	248.33
ENOYL-COA-DELTA-ISOM-RXN	0.0	0.0	0.0	1.0	0.67	0.0	0.0	16.0	0.0	0.2	2.4
ENOYL-COA-HYDRAT-RXN	326.17	350.17	399.66	311.33	279.01	3.83	3.33	145.67	2.0	1.33	10.5
ENTDB-RXN	139.42000000000002	146.0	96.42	297.0	102.75	231.17	229.33	231.67	234.15	233.00000000000003	233.83
ERYTH4PDEHYDROG-RXN	0.0	0.0	0.0	1.0	0.67	0.0	0.0	16.0	0.0	0.2	2.4
ERYTHRITOL-KINASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ERYTHRON4PDEHYDROG-RXN	704.17	304.42	302.5	718.42	225.09	15.0	17.75	29.0	5.5	7.45	18.9
ETHAMLY-RXN	0.5	0.0	7.5	0.0	1.84	0.0	0.0	50.0	0.0	0.4	0.8
EXOPOLYPHOSPHATASE-RXN	988.67	638.9200000000001	726.1599999999999	1047.83	483.76	19.83	19.08	72.67	9.5	8.78	25.15
F16ALDOLASE-RXN	2730.4400000000005	2127.6	2224.07	3022.83	2277.52	519.8299999999999	512.4	556.8499999999999	489.8	492.44000000000005	524.31
F16BDEPHOS-RXN	1027.76	947.09	923.58	1051.75	996.6800000000002	252.0	248.91000000000005	293.34	241.15	241.28000000000003	253.73
FADSYN-RXN	1115.76	990.59	960.58	1256.75	1048.84	253.0	249.91000000000005	284.34	242.15	242.28000000000003	251.73
FARNESYLTRANSTRANSFERASE-RXN	1113.76	986.59	957.58	1253.75	1047.17	253.0	248.91000000000005	282.34	242.15	242.28000000000003	251.73
FERREDOXIN--NAD+-REDUCTASE-RXN	0.0	2.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.2	0.4
FERREDOXIN--NITRITE-REDUCTASE-RXN	75.17	135.67	130.16	78.83	290.67	0.33	1.83	15.67	0.5	0.8300000000000001	2.0
FGAMSYN-RXN	1247.6	1069.09	1030.4199999999998	1344.75	1067.0000000000002	711.34	706.57	747.68	705.45	704.2800000000001	711.39
FLAVONADPREDUCT-RXN	391.09	728.09	671.9100000000001	519.0	835.01	8.83	5.58	49.17	6.0	4.48	6.05
FMNREDUCT-RXN	77.5	246.75	220.5	218.0	348.75	1.0	3.25	10.0	3.0	2.75	3.25
FOLYLPOLYGLUTAMATESYNTH-RXN	1338.93	1473.26	1349.74	1601.5800000000002	1748.01	260.33	251.74	305.01	244.65	245.11	253.73
FORMALDEHYDE-DEHYDROGENASE-RXN	0.0	1.0	0.0	1.0	0.0	0.0	0.0	16.0	0.0	0.2	0.4
FORMAMIDASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0
FORMATE-DEHYDROGENASE-NADP+-RXN	19.5	25.0	20.0	9.5	4.5	0.0	0.0	0.0	0.0	0.0	0.5
FORMATEDEHYDROG-RXN	0.0	0.0	0.0	0.0	1.34	0.0	0.0	0.0	0.0	0.0	0.0
FORMATETHFLIG-RXN	1091.26	949.59	940.58	1229.25	1040.17	253.0	247.91000000000005	257.34	241.15	242.08000000000004	248.83
FORMIMINOGLUTAMASE-RXN	0.0	1.0	0.0	1.0	0.0	0.0	1.0	31.5	0.0	0.2	3.4
FORMIMINOGLUTAMATE-DEIMINASE-RXN	0.0	0.0	0.0	1.0	0.0	0.0	0.0	16.0	0.0	0.2	2.4
FORMYLMETHANOFURAN-DEHYDROGENASE-RXN	2.0	1.0	3.0	1.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0
FORMYLTHFDEFORMYL-RXN	682.0	271.75	296.5	697.25	216.42	15.0	17.75	56.0	5.5	7.65	19.3
FORMYLTHFGLUSYNTH-RXN	1338.93	1473.26	1349.74	1601.5800000000002	1748.01	260.33	251.74	305.01	244.65	245.11	253.73
FPPSYN-RXN	1114.76	990.59	959.58	1255.75	1047.84	253.0	249.91000000000005	293.34	242.15	242.28000000000003	253.73
FRUCTOKINASE-RXN	2567.1000000000004	1632.68	1588.08	2774.84	1574.27	286.0	283.66	287.84	253.65	256.53000000000003	285.23
FRUCTOSE-6-PHOSPHATE-PHOSPHOKETOLASE-RXN	71.67	17.0	28.17	52.0	23.33	229.17	228.33	228.17	231.15	231.00000000000003	230.33
FUC4NACTRANS-RXN	0.0	0.0	0.0	1.0	0.67	0.0	0.0	0.0	0.0	0.0	2.0
FUCISOM-RXN	756.5	452.5	461.0	821.25	557.17	18.0	16.5	18.0	7.5	7.5	16.25
FUCPALDOL-RXN	309.5	857.5	823.3299999999999	278.0	1241.17	9.5	3.0	31.0	3.0	3.2	1.9
FUCULOKIN-RXN	134.5	424.0	310.5	147.5	601.67	6.0	1.5	5.0	2.5	1.5	0.0
FUMARYLACETOACETASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	1.0	37.0	0.0	0.2	0.4
FUMHYDR-RXN	1462.18	1680.43	1598.8200000000002	1730.75	1868.44	32.66	23.41	119.84	16.5	15.71	31.6
GABATRANSAM-RXN	44.0	12.0	17.0	43.0	6.34	0.0	0.0	41.0	0.0	0.2	7.4
GALACTARDEHYDRA-RXN	0.0	1.0	0.0	1.0	0.0	0.0	0.0	16.0	0.0	0.2	2.4
GALACTOACETYLTRAN-RXN	273.84000000000003	567.84	566.1600000000001	455.25	759.51	8.83	1.83	11.67	4.5	3.83	4.25
GALACTODEHYDROG-RXN	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALACTOKIN-RXN	1061.26	943.59	928.58	1238.25	1026.34	253.0	247.91000000000005	247.34	241.15	242.08000000000004	250.83
GALACTONDEHYDRAT-RXN	21.17	21.67	13.0	10.17	10.67	0.0	0.0	16.0	0.0	0.2	1.4
GALACTURIDYLYLTRANS-RXN	373.84	662.1700000000001	642.83	527.3299999999999	804.6700000000001	238.0	230.16000000000005	230.84	236.65	234.83000000000004	234.83
GALACTUROISOM-RXN	932.01	724.59	829.8299999999999	991.0	928.59	249.0	249.41000000000005	243.84	241.65	240.58000000000004	249.08
GALPMUT-RXN	981.76	800.1700000000001	844.25	1046.83	971.08	481.17	473.49	466.51	471.8	471.8300000000001	474.66
GAMMA-GLUTAMYLTRANSFERASE-RXN	15.0	35.0	14.0	16.0	7.67	0.0	2.0	66.5	0.0	0.6000000000000001	5.2
GAPOXNPHOSPHN-RXN	1126.6799999999998	1008.59	970.5	1259.75	1051.59	482.17	478.24	543.0099999999999	473.3	473.4800000000001	482.46
GART-RXN	1802.76	1279.34	1259.08	1966.0	1267.2600000000002	268.0	268.66	318.84	247.65	249.73	270.63
GCVP-RXN	808.67	673.17	429.5	852.92	304.34000000000003	17.0	20.5	53.5	12.0	9.7	25.15
GCVT-RXN	734.17	383.42	334.5	764.42	249.59	16.0	18.75	69.5	8.5	8.65	21.3
GDP-4-DEHYDRO-D-RHAMNOSE-REDUCTASE-RXN	0.0	1.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
GDP-MANNOSE-6-DEHYDROGENASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.2	0.4
GDPKIN-RXN	734.42	268.17	291.25	743.92	219.59	15.0	17.0	53.5	6.0	7.2	20.15
GDPMANDEHYDRA-RXN	750.67	348.92	504.0	744.92	292.42	15.5	16.75	27.0	5.5	7.25	17.5
GDPPYPHOSKIN-RXN	2596.53	2602.52	2643.15	3124.6600000000003	2787.68	748.83	727.8100000000001	755.6899999999999	722.45	720.0200000000001	734.89
GDPREDUCT-RXN	1080.51	790.42	628.84	1400.92	550.26	483.34	480.41	552.3399999999999	476.8	473.85	489.86
GENTISATE-12-DIOXYGENASE-RXN	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GERANOYL-COA-CARBOXYLASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.4	0.8
GLCNACPTRANS-RXN	83.92	28.0	40.92	53.5	30.25	229.17	229.33	222.67	232.15	231.00000000000003	231.33
GLU6PDEHYDROG-RXN	744.0899999999999	298.42	319.42	741.42	230.67	244.17	246.08	282.17	236.65	238.65	248.63
GLUC1PADENYLTRANS-RXN	958.02	2098.6800000000003	2216.98	1196.32	3187.01	483.66	468.98	497.52	474.3	474.3200000000001	468.66
GLUC1PURIDYLTRANS-RXN	107.42	98.0	72.92	210.0	48.92	230.17	230.33	249.67	231.15	232.2	238.23
GLUCARDEHYDRA-RXN	6.0	0.0	6.0	7.0	3.67	0.0	0.0	16.0	0.0	0.2	2.4
GLUCDEHYDROG-RXN	0.0	1.0	0.0	1.0	0.67	0.0	2.0	20.0	0.0	0.2	5.4
GLUCISOM-RXN	689.5899999999999	256.17	260.42	718.92	212.25	244.17	245.33	250.17	236.15	238.2	246.98
GLUCOKIN-RXN	2654.4300000000003	1809.01	1682.58	3061.42	1676.2600000000002	289.0	284.66	304.34	258.65000000000003	259.53000000000003	287.48
GLUCONATE-2-DEHYDROGENASE-RXN	0.0	0.0	0.0	2.0	0.0	0.0	0.0	32.0	0.0	0.4	10.8
GLUCONATE-5-DEHYDROGENASE-RXN	1051.42	781.4200000000001	831.75	1108.42	821.6700000000001	22.5	19.25	34.0	12.0	8.75	18.5
GLUCONOKIN-RXN	0.92	3.0	1.92	7.0	1.25	229.17	229.33	244.17	231.15	231.2	230.73
GLUCONOLACT-RXN	0.0	2.0	0.0	2.0	0.0	0.0	0.0	25.0	0.0	0.0	1.0
GLUCOSAMINE-6-P-DEAMIN-RXN	2581.1000000000004	1684.1800000000003	1628.24	2839.0	1603.9299999999998	285.33	281.99	280.01	255.65	258.66	287.33000000000004
GLUCOSAMINE-KINASE-RXN	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GLUCOSE-1-DEHYDROGENASE-RXN	4.25	1.0	4.75	2.0	2.25	0.0	0.0	16.0	0.0	0.2	0.4
GLUCOSE-1-PHOSPHAT-RXN	0.0	0.0	0.0	1.0	0.67	0.0	1.0	2.0	0.0	0.0	2.0
GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN	0.0	0.0	0.0	1.0	0.67	0.0	2.0	20.0	0.0	0.2	2.4
GLUCOSYLCERAMIDASE-RXN	729.67	335.42	316.0	749.67	237.92	16.0	16.75	13.0	7.5	8.25	18.25
GLUCUROISOM-RXN	932.01	724.59	829.8299999999999	991.0	928.59	249.0	249.41000000000005	243.84	241.65	240.58000000000004	249.08
GLURS-RXN	1080.34	964.59	943.66	1222.75	1061.2600000000002	23.83	20.58	68.67	11.0	11.28	21.9
GLUTACONATE-COA-TRANSFERASE-RXN	20.0	22.0	24.0	36.0	16.0	0.0	0.0	32.0	0.0	0.4	0.8
GLUTACONYL-COA-DECARBOXYLASE-RXN	33.0	15.0	20.0	26.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0
GLUTAMATE-DEHYDROGENASE-NADP+-RXN	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GLUTAMATE-DEHYDROGENASE-RXN	16.5	22.0	15.0	7.5	3.0	0.0	1.0	18.0	0.0	0.2	2.9
GLUTAMATE-FORMIMINOTRANSFERASE-RXN	691.67	271.17	264.5	726.92	217.67	15.0	16.0	13.0	5.0	7.0	16.25
GLUTAMATE-N-ACETYLTRANSFERASE-RXN	359.34000000000003	663.1700000000001	637.33	498.33	817.5000000000001	238.0	230.16000000000005	259.34	236.65	235.03000000000003	233.23
GLUTAMATE-SYNTHASE-FERREDOXIN-RXN	278.17	570.1700000000001	575.1600000000001	447.33	777.1700000000001	8.83	1.83	11.67	4.5	3.83	4.0
GLUTAMATE-SYNTHASE-NADH-RXN	2780.4400000000005	2186.6000000000004	2148.91	3247.92	2301.3500000000004	523.0	513.57	579.68	490.8	494.0100000000001	519.36
GLUTAMATESYN-RXN	2780.4400000000005	2186.6000000000004	2148.91	3247.92	2301.3500000000004	523.0	513.57	579.68	490.8	494.0100000000001	519.36
GLUTAMIN-RXN	719.67	314.42	310.0	744.17	233.26	15.0	17.75	67.5	5.5	7.65	20.549999999999997
GLUTAMINE--TRNA-LIGASE-RXN	1057.84	966.59	932.66	1087.25	1016.26	23.83	20.58	61.67	10.0	10.28	21.4
GLUTAMINESYN-RXN	2933.4400000000005	2298.02	2254.4	3149.25	2403.27	292.16	284.82	439.18	259.15000000000003	261.69000000000005	290.48
GLUTARATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	0.0	6.0	1.0	4.0	0.67	0.0	2.0	72.5	0.0	0.8	8.6
GLUTARYL-COA-DEHYDROGENASE-RXN	0.0	1.0	0.0	0.0	0.0	0.0	2.0	37.0	0.0	0.2	0.4
GLUTATHIONE-PEROXIDASE-RXN	696.17	247.5	269.17	714.75	222.5	244.17	246.33	305.17	236.15	238.6	250.78
GLUTATHIONE-REDUCT-NADPH-RXN	1.59	5.0	3.09	1.0	1.58	458.34	458.66	465.34	462.3	462.2000000000001	459.06
GLUTATHIONE-SYN-RXN	0.0	2.0	0.0	1.0	0.67	0.0	1.0	27.0	0.0	0.2	2.4
GLUTCYSLIG-RXN	146.25	39.0	58.75	121.5	19.42	0.0	2.0	27.0	0.0	0.2	2.4
GLUTDECARBOX-RXN	704.8399999999999	306.42	303.67	723.42	226.09	244.17	246.08	248.17	236.65	238.25000000000003	244.83
GLUTDEHYD-RXN	1815.26	1290.0100000000002	1256.91	1966.17	1270.4300000000003	38.83	38.33	67.17	15.5	18.53	36.9
GLUTKIN-RXN	1095.26	783.09	841.5799999999999	1234.75	789.84	250.0	249.91000000000005	274.34	242.15	241.28000000000003	250.73
GLUTRACE-RXN	1112.76	990.59	957.58	1253.75	1046.84	253.0	248.91000000000005	282.34	242.15	242.28000000000003	251.73
GLUTRNAREDUCT-RXN	102.17	183.17	208.16	76.83	322.34000000000003	0.33	2.83	43.17	0.5	1.03	4.9
GLUTSEMIALDEHYDROG-RXN	1095.26	783.09	841.5799999999999	1234.75	789.84	250.0	249.91000000000005	274.34	242.15	241.28000000000003	250.73
GLY3KIN-RXN	1045.26	914.09	914.58	1210.75	1013.84	253.0	248.91000000000005	265.34	241.15	242.28000000000003	251.23
GLYC3PDEHYDROGBIOSYN-RXN	1092.09	1004.92	960.25	1247.42	1048.17	252.67	250.58	282.67	242.15	241.95	251.73
GLYCDEH-RXN	220.42	345.17	189.91	272.33	187.59000000000003	4.33	0.33	5.17	4.0	1.33	6.0
GLYCERATE-DEHYDROGENASE-RXN	983.17	880.9200000000001	894.6600000000001	1032.58	978.92	22.83	19.58	56.67	10.0	10.28	18.9
GLYCEROL-3-PHOSPHATE-OXIDASE-RXN	0.25	2.0	1.75	0.0	0.25	0.0	1.0	0.0	0.0	0.0	0.0
GLYCEROL-KIN-RXN	460.7600000000001	881.34	801.5799999999999	633.0	1113.09	240.0	233.66000000000005	266.34	240.15	237.53000000000003	238.23
GLYCERONE-KINASE-RXN	44.67	11.0	16.17	35.0	5.33	229.17	229.33	222.67	231.15	231.00000000000003	233.33
GLYCINE--TRNA-LIGASE-RXN	1181.1799999999998	1031.59	1002.5	1304.75	1061.09	482.17	480.24	530.51	474.3	473.4800000000001	482.96
GLYCINE-AMIDINOTRANSFERASE-RXN	4.0	6.0	10.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
GLYCOGEN-BRANCH-RXN	1277.01	1305.09	1155.16	1505.25	1271.09	257.0	248.91000000000005	277.34	246.15	243.28000000000003	252.73
GLYCOGENSYN-RXN	1149.68	996.26	967.49	1288.08	1050.76	254.33	249.24	284.00999999999993	241.15	242.61	253.23
GLYCOLALD-DEHYDROG-RXN	15.17	15.67	2.0	5.17	5.34	0.0	0.0	16.0	0.0	0.2	2.4
GLYCOLALDREDUCT-RXN	906.34	451.34	556.66	1077.75	401.0100000000001	20.83	15.33	14.67	9.0	9.33	20.25
GLYCOLATE-REDUCTASE-RXN	2.0	0.0	2.0	1.0	1.0	0.0	0.0	9.0	0.0	0.0	0.0
GLYCOPHOSPHORYL-RXN	2037.68	1854.26	1885.49	2270.08	2256.4300000000003	275.83	272.24	302.01	252.15	252.61	273.73
GLYCPDIESTER-RXN	3126.4300000000003	1836.84	1743.25	3503.75	1656.09	529.17	533.99	573.0099999999999	491.8	496.7300000000001	534.71
GLYMALTOPHOSPHORYL-RXN	2037.68	1854.26	1885.49	2270.08	2256.4300000000003	275.83	272.24	302.01	252.15	252.61	273.73
GLYOCARBOLIG-RXN	0.0	0.0	0.0	0.0	0.67	0.0	0.0	16.0	0.0	0.2	0.4
GLYOHMETRANS-RXN	1125.76	1020.59	995.58	1268.75	1086.84	253.0	249.91000000000005	330.34	242.15	242.68000000000004	252.53
GLYOXI-RXN	1092.6	1024.5100000000002	959.75	1219.42	1026.59	482.17	480.99	485.01	472.8	473.5300000000001	483.81
GLYOXII-RXN	0.0	1.0	0.0	1.0	0.67	0.0	1.0	36.0	0.0	0.2	2.4
GLYOXIII-RXN	0.0	0.0	0.0	1.0	0.67	0.0	1.0	2.0	0.0	0.0	0.0
GLYOXYLATE-REDUCTASE-NADP+-RXN	0.0	2.0	0.0	2.0	0.67	0.0	0.0	0.0	0.0	0.0	4.0
GLYRIBONUCSYN-RXN	1114.76	990.59	959.58	1254.75	1047.84	253.0	249.91000000000005	284.34	242.15	242.28000000000003	251.73
GMP-REDUCT-RXN	45.92	15.0	19.92	40.0	6.25	229.17	229.33	228.17	231.15	231.00000000000003	231.33
GMP-SYN-GLUT-RXN	1897.93	1531.76	1434.58	2096.67	1619.0100000000002	271.0	268.41	318.84	249.65	249.78000000000003	270.98
GPH-RXN	2430.52	2638.52	2839.8099999999995	2792.9100000000003	3119.69	56.82	47.82	146.68	25.0	26.82	49.25
GPPSYN-RXN	1114.76	990.59	959.58	1255.75	1047.84	253.0	249.91000000000005	293.34	242.15	242.28000000000003	253.73
GSAAMINOTRANS-RXN	111.17	199.67	344.66	76.83	335.84000000000003	0.8300000000000001	2.83	43.17	0.5	1.03	5.9
GSADENYLATION-RXN	17.5	25.0	17.0	9.5	3.67	0.0	1.0	30.5	0.0	0.2	2.9
GSHTRAN-RXN	0.0	8.0	0.0	4.0	2.68	0.0	10.0	254.0	0.0	1.8	14.6
GSPAMID-RXN	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0
GSPSYN-RXN	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0
GST-RXN	0.0	8.0	0.0	4.0	2.68	0.0	10.0	254.0	0.0	1.8	14.6
GTP-CYCLOHYDRO-I-RXN	870.7599999999999	690.09	632.08	954.25	843.84	247.5	249.91000000000005	326.34	238.15	241.68000000000004	251.53
GTP-CYCLOHYDRO-II-RXN	869.0099999999999	560.59	519.3299999999999	895.75	576.09	245.5	249.91000000000005	297.34	240.15	240.48	251.13
GTPPYPHOSKIN-RXN	2596.53	2602.52	2643.15	3124.6600000000003	2787.68	748.83	727.8100000000001	755.6899999999999	722.45	720.0200000000001	734.89
GUANIDINOBUTANAMIDE-NH3-RXN	11.17	14.0	21.67	7.0	10.83	229.17	231.33	364.67	231.15	231.8	230.93
GUANIDINOBUTYRASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.2	0.4
GUANINE-DEAMINASE-RXN	170.92000000000002	490.67	347.25	195.67	632.92	7.0	1.5	21.0	4.5	2.7	3.4
GUANOSINEKIN-RXN	0.0	0.0	0.0	1.0	0.67	0.0	0.0	0.0	0.0	0.0	2.0
GUANPRIBOSYLTRAN-RXN	1114.4299999999998	987.59	957.75	1256.75	1048.17	482.17	478.24	494.51	473.3	473.2800000000001	481.06
GUANYL-KIN-RXN	1159.01	998.09	837.83	1291.25	1039.09	252.5	249.91000000000005	284.34	242.15	242.28000000000003	251.73
H2NEOPTERINALDOL-RXN	843.2599999999999	659.09	609.08	817.25	815.34	247.5	249.91000000000005	284.34	237.15	240.28000000000003	249.23
H2PTERIDINEPYROPHOSPHOKIN-RXN	1556.26	965.51	922.41	1525.1699999999998	1038.43	33.33	39.33	86.17	12.5	16.729999999999997	38.3
H2PTEROATESYNTH-RXN	863.7599999999999	687.09	635.08	830.25	821.84	247.5	249.91000000000005	287.84	238.15	240.28000000000003	249.73
HALOACETATE-DEHALOGENASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.2	2.4
HALOALKANE-DEHALOGENASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0
HEMN-RXN	2085.1	1963.9300000000003	2058.74	2279.25	2302.0200000000004	276.33	269.24	360.01	252.15	252.81	274.13
HEXOKINASE-RXN	661.17	227.17	248.0	689.17	206.17	15.0	15.0	13.0	5.0	7.0	16.0
HIPPURATE-HYDROLASE-RXN	18.0	29.0	20.0	149.0	26.34	1.0	2.0	59.0	0.0	1.0	3.0
HISTAMINOTRANS-RXN	1710.5100000000002	1183.59	1189.83	1902.75	1243.59	268.0	265.91	331.34	247.15	249.68000000000004	269.53
HISTCYCLOHYD-RXN	1078.01	985.59	956.83	1215.75	1044.09	253.0	248.91000000000005	296.84	242.15	242.48	252.63
HISTIDINE--TRNA-LIGASE-RXN	1114.76	990.59	959.58	1254.75	1047.84	253.0	249.91000000000005	284.34	242.15	242.28000000000003	252.73
HISTIDINE-AMMONIA-LYASE-RXN	708.17	303.67	273.0	749.67	221.67	15.0	19.0	110.5	5.0	7.8	23.1
HISTIDPHOS-RXN	2440.6800000000003	1471.5100000000002	1500.83	3154.42	1559.0100000000002	287.0	280.66	281.84	251.65	260.33000000000004	287.58000000000004
HISTONE-ACETYLTRANSFERASE-RXN	2.0	3.0	5.0	1.5	2.5	0.0	0.0	0.0	0.0	0.0	0.0
HISTPRATPHYD-RXN	1095.01	1020.09	838.33	1233.25	1040.09	252.5	248.91000000000005	289.84	242.15	242.28000000000003	252.23
HOLO-ACP-SYNTH-RXN	139.42000000000002	146.0	96.42	297.0	102.75	231.17	229.33	231.67	234.15	233.00000000000003	233.83
HOMOCITRATE-SYNTHASE-RXN	2.0	5.0	3.0	1.0	1.5	0.0	0.0	9.0	0.0	0.0	0.0
HOMOCYSMET-RXN	11.59	8.0	7.09	140.0	24.58	459.34	457.66	486.84	462.3	463.2000000000001	465.06
HOMOCYSMETB12-RXN	1112.01	1034.2600000000002	993.66	1240.42	1078.43	23.83	21.58	73.67	11.0	11.28	23.4
HOMOCYSTEINE-DESULFHYDRASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
HOMOGENTISATE-12-DIOXYGENASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	1.0	37.0	0.0	0.2	1.4
HOMOSERDEAM-RXN	0.0	0.0	0.0	0.0	0.0	0.0	1.0	27.0	0.0	0.2	1.4
HOMOSERDEHYDROG-RXN	1154.76	1071.59	980.58	1265.75	1062.5100000000002	253.0	250.91000000000005	286.34	242.15	242.28000000000003	255.73
HOMOSERINE-O-ACETYLTRANSFERASE-RXN	23.5	40.0	19.0	24.5	7.0	0.0	3.0	42.5	0.0	0.2	1.9
HOMOSERKIN-RXN	147.92000000000002	108.5	217.42	243.0	90.75	230.67	231.33	265.67	232.15	232.4	233.13
HOMSUCTRAN-RXN	1090.01	947.59	937.83	1229.25	1040.59	253.0	246.91000000000005	243.84	241.15	242.08000000000004	250.83
HYALURONATE-LYASE-RXN	0.5	0.0	1.5	0.0	0.5	0.0	1.0	0.0	0.0	0.0	0.0
HYDROG-RXN	96.67	305.17	265.16	127.83	560.67	4.33	1.83	15.67	2.5	2.83	2.0
HYDROXYBENZOYLFORMATE-DECARBOXYLASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	1.0
